source_route,source_version,visible_label,element_type,original_webflow_destination,webflow_export_destination,current_rebuild_destination,match,deliberately_changed_by_new_cta_rules,internal_or_external,current_http_status,opens_new_tab,intended_destination_confirmed,same_site_absolute_url,direct_cal_url_outside_contact,webflow_dependency,old_vercel_project_url,placeholder_dead_action,classification,fix_applied,notes
/packages,VERCEL_REBUILD,Instagram,a,https://www.instagram.com/nexubis.design/,https://www.instagram.com/nexubis.design/,https://www.instagram.com/nexubis.design/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Nexubis home,a,,,/,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/contact,VERCEL_REBUILD,Altify,a,https://www.nexubis.io/work/altify,https://www.nexubis.io/work/altify,/work/altify,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Circuit,a,https://www.nexubis.io/work/circuit,https://www.nexubis.io/work/circuit,/work/circuit,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Oxipack,a,https://www.nexubis.io/work/oxipack,https://www.nexubis.io/work/oxipack,/work/oxipack,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Packages,a,/packages,packages.html,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/packages; export=packages.html
/contact,VERCEL_REBUILD,Dreamlab,a,/blog,blog.html,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/blog; export=blog.html
/contact,VERCEL_REBUILD,Book an application callBook a Call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/contact,VERCEL_REBUILD,Open menu,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/contact,VERCEL_REBUILD,Home,a,/,index.html,/,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/; export=index.html
/contact,VERCEL_REBUILD,Dreamlab,a,/blog,blog.html,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/blog; export=blog.html
/contact,VERCEL_REBUILD,Pricing,a,/packages,packages.html,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/packages; export=packages.html
/contact,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/contact,VERCEL_REBUILD,Altify,a,https://www.nexubis.io/work/altify,https://www.nexubis.io/work/altify,/work/altify,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Circuit,a,https://www.nexubis.io/work/circuit,https://www.nexubis.io/work/circuit,/work/circuit,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Oxipack,a,https://www.nexubis.io/work/oxipack,https://www.nexubis.io/work/oxipack,/work/oxipack,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Book a Call,button[role=tab],,,ACTION:tab-switch,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/contact,VERCEL_REBUILD,Send a Message,button[role=tab],,,ACTION:tab-switch,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/contact,VERCEL_REBUILD,Name*Email*Company Name*Website LinkLearn MorePackage*Select one...MomentumScaleFlexI'm not sureAdditional NotesLeave this field emptyEmpower Your Dream,form,,,ACTION:form-submit,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/contact,VERCEL_REBUILD,Learn More,a,/packages,packages.html,/packages,true,no,internal,200,yes,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/packages; export=packages.html
/contact,VERCEL_REBUILD,Empower Your Dream,button,,,ACTION:form-submit,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/contact,VERCEL_REBUILD,Visit altify.app,a,,,https://altify.app/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit merklescience.com,a,,,https://www.merklescience.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit cordialsystems.com,a,,,https://cordialsystems.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit sofi.com,a,,,https://www.sofi.com/,NO_ORIGINAL_MATCH,no,external,403,yes,no,no,no,no,no,no,PENDING_MANUAL_TEST,,
/contact,VERCEL_REBUILD,Visit ox.security,a,,,https://www.ox.security/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit sataya.io,a,,,https://sataya.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit oxipack.com,a,,,https://www.oxipack.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit circuitprotect.com,a,,,https://circuitprotect.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit blueknight.io,a,,,https://www.blueknight.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit usably.studio,a,,,https://www.usably.studio/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit designfocus.io,a,,,https://www.designfocus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit emprise.co.za,a,,,https://www.emprise.co.za/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit altify.app,a,,,https://altify.app/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit merklescience.com,a,,,https://www.merklescience.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit cordialsystems.com,a,,,https://cordialsystems.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit sofi.com,a,,,https://www.sofi.com/,NO_ORIGINAL_MATCH,no,external,403,yes,no,no,no,no,no,no,PENDING_MANUAL_TEST,,
/contact,VERCEL_REBUILD,Visit ox.security,a,,,https://www.ox.security/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit sataya.io,a,,,https://sataya.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit oxipack.com,a,,,https://www.oxipack.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit circuitprotect.com,a,,,https://circuitprotect.com/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit blueknight.io,a,,,https://www.blueknight.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit usably.studio,a,,,https://www.usably.studio/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit lathyrus.io,a,,,https://www.lathyrus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit designfocus.io,a,,,https://www.designfocus.io/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Visit emprise.co.za,a,,,https://www.emprise.co.za/,NO_ORIGINAL_MATCH,no,external,200,yes,no,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,About,a,,,/about,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,What we do,a,,,/#what-we-do,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Work / Case studies,a,,,/work,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Brand Credibility Scorecard,a,,,/scorecard,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/contact,VERCEL_REBUILD,Contact,a,/contact,contact.html,/contact,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/contact; export=contact.html
/contact,VERCEL_REBUILD,LinkedIn,a,https://www.linkedin.com/company/nexubis/,https://www.linkedin.com/company/nexubis/,https://www.linkedin.com/company/nexubis/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/contact,VERCEL_REBUILD,Instagram,a,https://www.instagram.com/nexubis.design/,https://www.instagram.com/nexubis.design/,https://www.instagram.com/nexubis.design/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Nexubis home,a,,,/,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/scorecard,VERCEL_REBUILD,Altify,a,,,/work/altify,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Circuit,a,,,/work/circuit,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Oxipack,a,,,/work/oxipack,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Packages,a,,,/packages,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Dreamlab,a,,,/blog,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Book an application callBook a Call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/scorecard,VERCEL_REBUILD,Open menu,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/scorecard,VERCEL_REBUILD,Home,a,,,/,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Dreamlab,a,,,/blog,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Pricing,a,,,/packages,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/scorecard,VERCEL_REBUILD,Altify,a,,,/work/altify,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Circuit,a,,,/work/circuit,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,Oxipack,a,,,/work/oxipack,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/scorecard,VERCEL_REBUILD,"Company websiteCheck my brand's credibilityYou see your result on the spot. Unlock the full report by email, no waiting.",form,,,ACTION:form-submit,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/scorecard,VERCEL_REBUILD,Check my brand's credibility,button,,,ACTION:form-submit,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/blog,VERCEL_REBUILD,Nexubis home,a,,,/,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/blog,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/blog,VERCEL_REBUILD,Packages,a,/packages,packages.html,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/packages; export=packages.html
/blog,VERCEL_REBUILD,Dreamlab,a,/blog,blog.html,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/blog; export=blog.html
/blog,VERCEL_REBUILD,Book an application callBook a Call,a,previous rebuild BOOKING_URL -> https://cal.com/nexubis/30min,,/contact,INTENTIONAL_CHANGE,yes,internal,200,no,no,no,no,no,no,no,INTENTIONAL_CONTACT_REDIRECT,lib/site-config.ts BOOKING_URL changed to /contact,
/blog,VERCEL_REBUILD,Home,a,/,index.html,/,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/; export=index.html
/blog,VERCEL_REBUILD,Dreamlab,a,/blog,blog.html,/blog,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/blog; export=blog.html
/blog,VERCEL_REBUILD,Pricing,a,/packages,packages.html,/packages,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/packages; export=packages.html
/blog,VERCEL_REBUILD,Case Studies,button,,,ACTION:button,NO_ORIGINAL_MATCH,no,action,,no,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,
/blog,VERCEL_REBUILD,Work / Case studies,a,,,/work,NO_ORIGINAL_MATCH,no,internal,200,no,no,no,no,no,no,no,INTERNAL_VALID,,
/blog,VERCEL_REBUILD,Contact,a,/contact,contact.html,/contact,true,no,internal,200,no,yes,no,no,no,no,no,INTERNAL_VALID,,Live/export disagree: live=/contact; export=contact.html
/blog,VERCEL_REBUILD,LinkedIn,a,https://www.linkedin.com/company/nexubis/,https://www.linkedin.com/company/nexubis/,https://www.linkedin.com/company/nexubis/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
/blog,VERCEL_REBUILD,Instagram,a,https://www.instagram.com/nexubis.design/,https://www.instagram.com/nexubis.design/,https://www.instagram.com/nexubis.design/,true,no,external,200,yes,yes,no,no,no,no,no,EXTERNAL_VALID,,
app/about/page.tsx,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const SITE_URL = ""https://www.nexubis.io"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\about\page.tsx:6; allowed metadata/structured-data absolute URL
app/api/leads/scorecard/route.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"return host ? `${proto}://${host}` : ""https://www.nexubis.io"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\api\leads\scorecard\route.ts:13; allowed server/test/email/webhook context
app/api/scorecard/unlock/route.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"return host ? `${proto}://${host}` : ""https://www.nexubis.io"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\api\scorecard\unlock\route.ts:42; allowed server/test/email/webhook context
app/contact/page.tsx,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"url: ""https://www.nexubis.io/contact"",",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\contact\page.tsx:16; allowed metadata absolute URL
app/contact/page.tsx,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"canonical: ""https://www.nexubis.io/contact"",",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\contact\page.tsx:25; allowed metadata/structured-data absolute URL
app/robots.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const SITE_URL = ""https://www.nexubis.io"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\robots.ts:3; allowed metadata/structured-data absolute URL
app/sitemap.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const SITE_URL = ""https://www.nexubis.io"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\sitemap.ts:5; allowed metadata/structured-data absolute URL
app/work/page.tsx,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const SITE_URL = ""https://www.nexubis.io"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\work\page.tsx:8; allowed metadata/structured-data absolute URL
app/work/[slug]/page.tsx,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const SITE_URL = ""https://www.nexubis.io"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,app\work\[slug]\page.tsx:8; allowed metadata/structured-data absolute URL
components/ContactTabs.tsx,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"script.src = ""https://app.cal.com/embed/embed.js"";",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,components\ContactTabs.tsx:63; approved Cal.com embed/fallback inside /contact
components/ContactTabs.tsx,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"cal(""init"", CAL_NAMESPACE, { origin: ""https://cal.com"" });",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,components\ContactTabs.tsx:102; approved Cal.com embed/fallback inside /contact
components/ContactTabs.tsx,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,The booking calendar could not load. Open the booking page at cal.com/nexubis/30min.,N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,components\ContactTabs.tsx:134; approved Cal.com embed/fallback inside /contact
components/scorecard/report/BookCallButton.tsx,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// The report's ""book a call"" CTA. A non-embed link that opens cal.com prefilled",N/A,no,source,,,no,no,no,no,no,no,PENDING_MANUAL_TEST,,components\scorecard\report\BookCallButton.tsx:3; Scorecard/report booking helper remains direct Cal.com; not changed because Scorecard logic was out of safe-fix scope
components/scorecard/report/BookCallButton.tsx,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,// Schedule only comes from the cal.com webhook (section 3). Usable from server components.,N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,components\scorecard\report\BookCallButton.tsx:7; allowed server/test/email/webhook context
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,// Single source of truth for the booking target (cal.com/nexubis/30min).,N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:1; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,// owner or event is a one-line change and there are no hardcoded cal.com URLs,N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:3; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// anywhere else (grep for ""cal.com/""). See docs/funnel-audit-checklist.md §1–2.",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:4; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// The cal.com embed namespace form (""<user>/<slug>"") and the plain public URL.",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:9; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,export const CAL_BOOKING_URL = `https://cal.com/${CAL_LINK}`;,N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:11; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// cal.com booking-field identifiers, confirmed live from the event's public API",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:13; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// ignored by cal.com, so these must stay in lockstep with the event config.",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:15; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"//   - Business Name: Laine mapped it onto cal.com's built-in meeting-title field, so",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:16; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// The person's real name — NOT the business. cal.com's built-in ""name"" field.",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:23; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/booking.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,// Build a prefilled cal.com booking URL. Empty/undefined values are dropped so,N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\booking.ts:34; booking helper retained for approved /contact embed and Scorecard report prefill; no generic UI CTA consumes it after site-config fix
lib/contact/contact-route.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"return new NextRequest(""https://www.nexubis.io/api/contact"", {",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\contact\contact-route.test.ts:29; allowed server/test/email/webhook context
lib/contact/funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const reportUrl = ""https://www.nexubis.io/scorecard/r/abc12345"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\contact\funnelr.test.ts:148; allowed server/test/email/webhook context
lib/internal-emails.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// leg (Meta CAPI, cal.com relay, future Funnelr bridge, notify) checks this.",N/A,no,source,,,yes,no,yes,no,no,no,FUNCTIONAL_ACTION,,lib\internal-emails.ts:3; allowed server/test/email/webhook context
lib/meta/events.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"schedule: ""Schedule"", // standard: CONFIRMED booking only (cal.com webhook).",N/A,no,source,,,yes,no,yes,no,no,no,FUNCTIONAL_ACTION,,lib\meta\events.ts:16; allowed server/test/email/webhook context
lib/meta/track.ts,VERCEL_REBUILD,legacy-search:cal.com,source-match,,,"// cal.com booking's `cal_<uid>`), so the two Schedule events dedupe. Otherwise",N/A,no,source,,,yes,no,no,no,no,no,FUNCTIONAL_ACTION,,lib\meta\track.ts:17; analytics comment mentioning cal.com booking dedupe; no UI link
lib/scorecard/fetch-site.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"const USER_AGENT = ""Mozilla/5.0 (compatible; NexubisScorecard/1.0; +https://www.nexubis.io)"";",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\fetch-site.ts:56; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"reportUrl: ""https://www.nexubis.io/scorecard/r/abc12345"",",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:41; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""create:mark@veltkamp-dosing.nl:Mark:https://www.nexubis.io/scorecard/r/abc12345:true:""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:180; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.updates.some((u) => u.formFieldId === SCORECARD_REPORT_URL_FIELD_ID && u.value === ""https://www.nexubis.io/scorecard/r/abc12345""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:186; allowed server/test/email/webhook context
lib/scorecard/lead-funnelr.test.ts,VERCEL_REBUILD,legacy-search:https://www.nexubis.io,source-match,,,"assert.ok(c.calls.includes(""update:7:mark@veltkamp-dosing.nl:true:https://www.nexubis.io/scorecard/r/abc12345::""));",N/A,no,source,,,yes,yes,no,no,no,no,FUNCTIONAL_ACTION,,lib\scorecard\lead-funnelr.test.ts:223; allowed server/test/email/webhook context
